"PlotID"	"Study"	"Island"	"Scientific_name"	"Native_Status"	"Abundance"
"35"	7	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	12
"36"	7	"Zimmerman"	"Hawai'i Island"	"Polyscias hawaiensis"	"native"	1
"37"	7	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	26
"38"	7	"Zimmerman"	"Hawai'i Island"	"Psidium guajava"	"alien"	1
"39"	7	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	10
"40"	8	"Zimmerman"	"Hawai'i Island"	"Diospyros sandwicensis"	"native"	1
"41"	8	"Zimmerman"	"Hawai'i Island"	"Freycinetia arborea"	"native"	1
"42"	8	"Zimmerman"	"Hawai'i Island"	"Melastoma malabathricum"	"alien"	1
"43"	8	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	27
"44"	8	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	43
"45"	8	"Zimmerman"	"Hawai'i Island"	"Psidium guajava"	"alien"	2
"46"	8	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	12
"47"	9	"Zimmerman"	"Hawai'i Island"	"Melastoma malabathricum"	"alien"	5
"48"	9	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	18
"49"	10	"Zimmerman"	"Hawai'i Island"	"Melastoma malabathricum"	"alien"	21
"50"	10	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
"51"	10	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	32
"52"	10	"Zimmerman"	"Hawai'i Island"	"Psidium guajava"	"alien"	1
"53"	10	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	2
"54"	11	"Zimmerman"	"Hawai'i Island"	"Diospyros sandwicensis"	"native"	2
"55"	11	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	23
"56"	11	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	5
"57"	11	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	3
"58"	12	"Zimmerman"	"Hawai'i Island"	"Diospyros sandwicensis"	"native"	1
"59"	12	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	24
"60"	12	"Zimmerman"	"Hawai'i Island"	"Polyscias hawaiensis"	"native"	8
"61"	12	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	34
"62"	12	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	1
"63"	13	"Zimmerman"	"Hawai'i Island"	"Diospyros sandwicensis"	"native"	1
"64"	13	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	24
"65"	13	"Zimmerman"	"Hawai'i Island"	"Polyscias hawaiensis"	"native"	1
"66"	13	"Zimmerman"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	44
"67"	13	"Zimmerman"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	1
"68"	14	"Zimmerman"	"Hawai'i Island"	"Melastoma malabathricum"	"alien"	3
"69"	14	"Zimmerman"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	22
"70"	15	"Knight_Barton"	"Maui Island"	"Cheirodendron trigynum"	"native"	14
"71"	15	"Knight_Barton"	"Maui Island"	"Coprosma foliosa"	"native"	18
"72"	15	"Knight_Barton"	"Maui Island"	"Ilex anomala"	"native"	2
"73"	15	"Knight_Barton"	"Maui Island"	"Melicope clusiifolia"	"native"	4
"74"	15	"Knight_Barton"	"Maui Island"	"Metrosideros polymorpha"	"native"	28
"75"	15	"Knight_Barton"	"Maui Island"	"Myrsine lessertiana"	"native"	2
"76"	15	"Knight_Barton"	"Maui Island"	"Rubus macraei"	"native"	2
"77"	15	"Knight_Barton"	"Maui Island"	"Styphelia tameiameiae"	"native"	12
"78"	15	"Knight_Barton"	"Maui Island"	"Vaccinium dentatum"	"native"	22
"79"	16	"Knight_Barton"	"Hawai'i Island"	"Dodonaea viscosa"	"native"	6
"80"	16	"Knight_Barton"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	48
"81"	16	"Knight_Barton"	"Hawai'i Island"	"Osteomeles anthyllidifolia"	"native"	2
"82"	16	"Knight_Barton"	"Hawai'i Island"	"Styphelia tameiameiae"	"native"	35
"83"	17	"Knight_Barton"	"Hawai'i Island"	"Dodonaea viscosa"	"native"	2
"84"	17	"Knight_Barton"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	16
"85"	17	"Knight_Barton"	"Hawai'i Island"	"Myrica faya"	"alien"	9
"86"	17	"Knight_Barton"	"Hawai'i Island"	"Osteomeles anthyllidifolia"	"native"	1
"87"	17	"Knight_Barton"	"Hawai'i Island"	"Styphelia tameiameiae"	"native"	63
"88"	18	"Knight_Barton"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	25
"89"	18	"Knight_Barton"	"Hawai'i Island"	"Myrica faya"	"alien"	34
"90"	20	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	5
"91"	20	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	23
"92"	20	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	4
"93"	20	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	15
"94"	21	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	11
"95"	21	"PACN_Hawaii"	"Maui Island"	"Coprosma ochracea"	"native"	2
"96"	21	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	101
"97"	21	"PACN_Hawaii"	"Maui Island"	"Myrsine lessertiana"	"native"	1
"98"	22	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	2
"99"	22	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	79
"100"	23	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	23
"101"	23	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	1
"102"	23	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	97
"103"	23	"PACN_Hawaii"	"Maui Island"	"Psychotria mariniana"	"native"	1
"104"	24	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	7
"105"	24	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	12
"106"	24	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	66
"107"	25	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	17
"108"	25	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	19
"109"	25	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	2
"110"	25	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	42
"111"	25	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	2
"112"	26	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	16
"113"	26	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	59
"114"	27	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	16
"115"	27	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	69
"116"	28	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	3
"117"	28	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	32
"118"	28	"PACN_Hawaii"	"Maui Island"	"Polyscias oahuensis"	"native"	1
"119"	29	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	16
"120"	29	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	9
"121"	29	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	56
"122"	29	"PACN_Hawaii"	"Maui Island"	"Pittosporum glabrum"	"native"	1
"123"	30	"PACN_Hawaii"	"Maui Island"	"Acacia confusa"	"alien"	1
"124"	30	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	6
"125"	30	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	16
"126"	30	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	52
"127"	30	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	3
"128"	31	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	29
"129"	31	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	94
"130"	31	"PACN_Hawaii"	"Maui Island"	"Myrsine lessertiana"	"native"	1
"131"	31	"PACN_Hawaii"	"Maui Island"	"Polyscias oahuensis"	"native"	1
"132"	32	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	10
"133"	32	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	19
"134"	32	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	2
"135"	32	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	90
"136"	33	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	13
"137"	33	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	12
"138"	33	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	1
"139"	33	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	1
"140"	33	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	35
"141"	33	"PACN_Hawaii"	"Maui Island"	"Myrsine lessertiana"	"native"	1
"142"	33	"PACN_Hawaii"	"Maui Island"	"Polyscias oahuensis"	"native"	1
"143"	34	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	7
"144"	34	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	4
"145"	34	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	1
"146"	34	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	51
"147"	34	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	39
"148"	34	"PACN_Hawaii"	"Maui Island"	"Syzygium sandwicense"	"native"	9
"149"	35	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	10
"150"	35	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	4
"151"	35	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	3
"152"	35	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	78
"153"	35	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	25
"154"	35	"PACN_Hawaii"	"Maui Island"	"Syzygium sandwicense"	"native"	3
"155"	36	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	18
"156"	36	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	85
"157"	36	"PACN_Hawaii"	"Maui Island"	"Myrsine lessertiana"	"native"	1
"158"	37	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	14
"159"	37	"PACN_Hawaii"	"Maui Island"	"Antidesma platyphyllum"	"native"	1
"160"	37	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	14
"161"	37	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	2
"162"	37	"PACN_Hawaii"	"Maui Island"	"Melicope clusiifolia"	"native"	3
"163"	37	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	48
"164"	37	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	49
"165"	37	"PACN_Hawaii"	"Maui Island"	"Psychotria hawaiiensis"	"native"	2
"166"	37	"PACN_Hawaii"	"Maui Island"	"Syzygium sandwicense"	"native"	3
"167"	38	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	1
"168"	38	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	25
"169"	39	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	8
"170"	39	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	17
"171"	39	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	49
"172"	39	"PACN_Hawaii"	"Maui Island"	"Myrsine lessertiana"	"native"	2
"173"	39	"PACN_Hawaii"	"Maui Island"	"Polyscias oahuensis"	"native"	1
"174"	40	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	6
"175"	40	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	14
"176"	40	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	122
"177"	40	"PACN_Hawaii"	"Maui Island"	"Polyscias oahuensis"	"native"	2
"178"	41	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	5
"179"	41	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	2
"180"	41	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	61
"181"	42	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	7
"182"	42	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	16
"183"	42	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	1
"184"	42	"PACN_Hawaii"	"Maui Island"	"Melicope volcanica"	"native"	1
"185"	42	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	105
"186"	43	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	13
"187"	43	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	14
"188"	43	"PACN_Hawaii"	"Maui Island"	"Ilex anomala"	"native"	1
"189"	43	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	108
"190"	44	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	6
"191"	44	"PACN_Hawaii"	"Maui Island"	"Antidesma platyphyllum"	"native"	2
"192"	44	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	1
"193"	44	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	5
"194"	44	"PACN_Hawaii"	"Maui Island"	"Psidium cattleianum"	"alien"	54
"195"	44	"PACN_Hawaii"	"Maui Island"	"Psychotria hawaiiensis"	"native"	1
"196"	45	"PACN_Hawaii"	"Maui Island"	"Acacia koa"	"native"	11
"197"	45	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	46
"198"	45	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	30
"199"	45	"PACN_Hawaii"	"Maui Island"	"Perrottetia sandwicensis"	"native"	1
"200"	45	"PACN_Hawaii"	"Maui Island"	"Psychotria hawaiiensis"	"native"	1
"201"	46	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	4
"202"	46	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	76
"203"	47	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	11
"204"	47	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	16
"205"	48	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	17
"206"	48	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	54
"207"	49	"PACN_Hawaii"	"Maui Island"	"Cheirodendron trigynum"	"native"	25
"208"	49	"PACN_Hawaii"	"Maui Island"	"Metrosideros polymorpha"	"native"	44
"209"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Acacia koa"	"native"	7
"210"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Cordyline fruticosa"	"native"	1
"211"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Metrosideros polymorpha"	"native"	46
"212"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psidium cattleianum"	"alien"	4
"213"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psychotria hexandra"	"native"	2
"214"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Scaevola gaudichaudiana"	"native"	2
"215"	50	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Wikstroemia oahuensis"	"native"	1
"216"	51	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"217"	52	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	30
"218"	53	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"219"	54	"PACN_Hawaii"	"Hawai'i Island"	"Myoporum sandwicense"	"native"	1
"220"	54	"PACN_Hawaii"	"Hawai'i Island"	"Sophora chrysophylla"	"native"	7
"221"	55	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"222"	56	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"223"	57	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	21
"224"	58	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	26
"225"	59	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	17
"226"	60	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	34
"227"	61	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	17
"228"	62	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	38
"229"	63	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"230"	64	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"231"	65	"PACN_Hawaii"	"Hawai'i Island"	"Sophora chrysophylla"	"native"	9
"232"	66	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	38
"233"	67	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	56
"234"	68	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	8
"235"	69	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	12
"236"	70	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	12
"237"	71	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	6
"238"	71	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"239"	71	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	19
"240"	71	"PACN_Hawaii"	"Hawai'i Island"	"Kadua affinis"	"native"	1
"241"	71	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	37
"242"	71	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	2
"243"	71	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine sandwicensis"	"native"	1
"244"	72	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"245"	72	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	7
"246"	73	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	6
"247"	73	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	24
"248"	73	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"249"	73	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	1
"250"	74	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	12
"251"	74	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	1
"252"	75	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	13
"253"	75	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	27
"254"	76	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	8
"255"	77	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"256"	77	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	5
"257"	78	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	5
"258"	78	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	10
"259"	78	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	65
"260"	78	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"261"	79	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	4
"262"	79	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"263"	79	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	6
"264"	79	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	24
"265"	79	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	17
"266"	80	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	71
"267"	81	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	5
"268"	81	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	12
"269"	81	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	11
"270"	81	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	8
"271"	82	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"272"	82	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	2
"273"	82	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	7
"274"	82	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	15
"275"	82	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	4
"276"	83	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	2
"277"	83	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"278"	83	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	81
"279"	83	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	4
"280"	84	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	9
"281"	84	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	2
"282"	84	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	17
"283"	84	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"284"	85	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"285"	85	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	16
"286"	86	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
"287"	87	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"288"	87	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"289"	88	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"290"	88	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	7
"291"	88	"PACN_Hawaii"	"Hawai'i Island"	"Pittosporum hosmeri"	"native"	1
"292"	89	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"293"	89	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	7
"294"	89	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"295"	90	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"296"	90	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"297"	90	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
